fullname,city,longitude,latitude,yearspracticing,proc,malp,services_count,services10,pharma10,malp_word,pharmadollars,diff10new,yelp10new,score,scoreptile,lastlower,bad
DOROTHY CHUNG YEUNG,SAN FRANCISCO,-122.40741,37.796867,43,Ultrasound therapy,0,248,9,0,no,,7,0,16,72,chung yeung,
ANNA GOGGIANO,MENLO PARK,-122.18543,37.452991,4,Ultrasound therapy,0,98,7,0,no,,-5,0,2,8,goggiano,
STEPHEN D. MUTTO,BURLINGAME,-122.36626,37.597721,34,Ultrasound therapy,0,258,9,0,no,,-2,0,7,37,mutto,
EMILY SCHULZ,SAN JOSE,-121.92988,37.343773,8,Ultrasound therapy,0,411,10,0,no,,9,0,19,93,schulz,
ANDREW CUNHA,FREMONT,-121.9829,37.549152,3,Ultrasound therapy,0,30,4,0,no,,-1,0,3,11,cunha,
SHIVANI MEHTA,BENICIA,-122.15942,38.048561,14,Ultrasound therapy,0,55,6,0,no,,-3,0,3,11,mehta,
ANAHITA DRENNON,LOS GATOS,-121.93311,37.243378,13,Ultrasound therapy,0,710,10,0,no,,-3,0,7,37,drennon,
THEODORE A. GLATTKE,OAKLAND,-122.26569,37.811474,,Ultrasound therapy,0,98,7,0,no,,8,0,15,65,glattke,
MARY ANN NAHMENS,SAN MATEO,-122.3019,37.558849,35,Ultrasound therapy,0,74,7,0,no,,-3,0,4,18,nahmens,
RICHARD A. JOHNS,SOUTH SAN FRANCISCO,-122.41441,37.656094,,Ultrasound therapy,0,453,10,0,no,,-1,0,9,55,johns,
RAJ PAL,BERKELEY,-122.26086,37.85284,49,Ultrasound therapy,0,165,9,0,no,,-3,0,6,27,pal,
PRATIK K. SHAH,FREMONT,-121.97295,37.567581,12,Ultrasound therapy,0,327,10,0,no,,10,0,20,95,shah,
BETH MICKELSON,LARKSPUR,-122.5396,37.943871,,Ultrasound therapy,0,39,5,0,no,,10,0,15,65,mickelson,
LESLIE DONOHUE,SAN FRANCISCO,-122.39765,37.797218,,Ultrasound therapy,0,87,7,0,no,,10,0,17,78,donohue,
MADHURA B. NADKARNI,HAYWARD,-122.10458,37.653385,,Ultrasound therapy,0,523,10,0,no,,-2,0,8,46,nadkarni,
ROBERT L. BAKER,EMERYVILLE,-122.30231,37.837196,30,Ultrasound therapy,0,40,5,0,no,,10,0,15,65,baker,
