fullname,city,longitude,latitude,yearspracticing,proc,malp,services_count,services10,pharma10,malp_word,pharmadollars,diff10new,yelp10new,score,scoreptile,lastlower,bad
LYLY UNG,SAN FRANCISCO,-122.44054,37.71608,21,Eye exam new patient,0,25,4,0,no,,6,0,10,69,ung,
HOU LEONG,FREMONT,-121.97461,37.549271,22,Eye exam new patient,0,56,6,0,no,,-10,0,-4,10,leong,1
KOSTA A. KOUTOULAS,DALY CITY,-122.46592,37.690182,8,Eye exam new patient,0,94,7,0,no,,5,0,12,80,koutoulas,
FRANCES V. ONG,ANTIOCH,-121.8048,37.98341,22,Eye exam new patient,0,52,6,0,no,,6,0,12,80,ong,
DAVID D. GILBERT,WALNUT CREEK,-122.0424,37.912357,13,Eye exam new patient,0,276,9,0,no,,8,0,17,96,gilbert,
BETTE L. GOULD,HALF MOON BAY,-122.42993,37.467648,38,Eye exam new patient,0,22,3,0,no,,3,0,6,43,gould,
GARY HAMILL,SAN MATEO,-122.32916,37.569218,39,Eye exam new patient,0,21,3,0,no,,5,0,8,58,hamill,
BENJAMIN M. PICETTI,SAN FRANCISCO,-122.43044,37.728523,,Eye exam new patient,0,40,5,0,no,,7,0,12,80,picetti,
FARIBA LESSANI,PORTOLA VALLEY,-122.19265,37.401211,19,Eye exam new patient,0,15,2,0,no,,4,0,6,43,lessani,
CHIAO-CHIAO L. CHU,HAYWARD,-122.0219,37.654526,,Eye exam new patient,0,146,8,0,no,,10,0,18,97,chu,
AMATER Z. TRAYLOR,OAKLAND,-122.2743,37.841564,52,Eye exam new patient,0,32,4,0,no,,4,0,8,58,traylor,
BRUCE I. KIRSCHNER,BURLINGAME,-122.38388,37.595512,37,Eye exam new patient,0,92,7,0,no,,4,0,11,77,kirschner,
SUSAN RYU,PALO ALTO,-122.16225,37.439377,38,Eye exam new patient,0,40,5,0,no,,-10,0,-5,8,ryu,1
RISCHEL N. YEH,LOS GATOS,-121.97797,37.235054,14,Eye exam new patient,0,17,2,0,no,,3,0,5,32,yeh,
GREGORY A. PERRONE,SEBASTOPOL,-122.81935,38.395977,29,Eye exam new patient,0,36,5,0,no,,5,0,10,69,perrone,
EDWARD J. SAUB,SAN JOSE,-121.94822,37.251129,17,Eye exam new patient,0,11,1,0,no,,-7,0,-6,5,saub,
WILLIAM RAAKA,SONOMA,-122.46136,38.288097,,Eye exam new patient,0,20,3,0,no,,5,0,8,58,raaka,
JEFFREY R. ANDERSEN,HEALDSBURG,-122.86668,38.62661,32,Eye exam new patient,0,27,4,0,no,,9,0,13,88,andersen,
MICHAEL R. GAGNON,PLEASANTON,-121.87923,37.692135,13,Eye exam new patient,0,130,8,0,no,,5,0,13,88,gagnon,
EUGENE S. LIT,OAKLAND,-122.2664,37.821766,,Eye exam new patient,0,15,2,0,no,,3,0,5,32,lit,
MICHAEL A. ROY,WALNUT CREEK,-122.0598,37.906471,44,Eye exam new patient,0,17,2,0,no,,3,0,5,32,roy,
MARC A. SWANSON,PALO ALTO,-122.16225,37.439377,27,Eye exam new patient,0,16,2,0,no,,-10,0,-8,4,swanson,1
THOMAS S. KING,SAN FRANCISCO,-122.4324,37.790154,27,Eye exam new patient,0,13,1,0,no,,-5,0,-4,10,king,
DONNA J. LEE,MENLO PARK,-122.18795,37.452675,26,Eye exam new patient,0,88,7,0,no,,-8,0,-1,18,lee,
VANESSA T. HOANG,SUNNYVALE,-122.04597,37.371426,11,Eye exam new patient,0,15,2,0,no,,-2,0,0,19,hoang,
MY D. GUINO-O,SAN JOSE,-121.82112,37.325741,10,Eye exam new patient,0,16,2,0,no,,3,0,5,32,guino-o,
PAUL L. ARCHAMBEAU,SANTA ROSA,-122.73489,38.447525,61,Eye exam new patient,0,16,2,0,no,,2,0,4,27,archambeau,
LEONARDO DACANAY,BERKELEY,-122.27241,37.870674,12,Eye exam new patient,0,14,1,0,no,,-5,0,-4,10,dacanay,
BETHANY A. BARRETT,PLEASANT HILL,-122.0779,37.952244,14,Eye exam new patient,0,134,8,0,no,,4,0,12,80,barrett,
ANTHONY F. SORIA,HEALDSBURG,-122.86856,38.610714,22,Eye exam new patient,0,15,2,0,no,,5,0,7,52,soria,
BRUCE D. STAMPER,SAN FRANCISCO,-122.41891,37.756824,,Eye exam new patient,0,11,1,0,no,,8,10,19,99,stamper,
LEONARD W. MA,BURLINGAME,-122.34971,37.579166,36,Eye exam new patient,0,12,1,0,no,,3,0,4,27,ma,
JULIA N. TA,WALNUT CREEK,-122.0623,37.894314,,Eye exam new patient,0,14,1,0,no,,4,0,5,32,ta,
MARK A. FUJIKAWA,BERKELEY,-122.26764,37.86541,41,Eye exam new patient,0,11,1,0,no,,4,0,5,32,fujikawa,
UYEN M. NGUYEN,HAYWARD,-122.08434,37.671867,5,Eye exam new patient,0,16,2,0,no,,4,0,6,43,nguyen,
BARBARA ERNY,SUNNYVALE,-122.03176,37.385445,26,Eye exam new patient,0,14,1,0,no,,-10,0,-9,1,erny,1
RONALD N. HIURA,SAN FRANCISCO,-122.42052,37.789936,34,Eye exam new patient,0,36,5,0,no,,2,0,7,52,hiura,
EMILIE D. TRUONG,SAN JOSE,-121.81125,37.310871,,Eye exam new patient,0,35,5,0,no,,7,0,12,80,truong,
ABRAHAM A. WEBER,LARKSPUR,-122.5396,37.943871,51,Eye exam new patient,0,24,3,0,no,,7,0,10,69,weber,
GARY P. BARTH,SANTA ROSA,-122.70549,38.442451,37,Eye exam new patient,0,106,8,0,no,,-6,0,2,21,barth,
VIRGINIA KO,PALO ALTO,-122.16225,37.439377,13,Eye exam new patient,0,31,4,0,no,,-10,0,-6,5,ko,1
SANJAY BANSAL,SANTA ROSA,-122.72659,38.473331,26,Eye exam new patient,0,102,8,0,no,,3,0,11,77,bansal,
ROSEMARY BUDUAN,SAN MATEO,-122.32916,37.569218,,Eye exam new patient,0,12,1,0,no,,5,0,6,43,buduan,
