fullname,city,longitude,latitude,yearspracticing,proc,malp,services_count,services10,pharma10,malp_word,pharmadollars,diff10new,yelp10new,score,scoreptile,lastlower,bad
LISA TEEL,SONOMA,-122.46365,38.29155,23,Eye exam & treatment,0,29,4,0,no,,7,0,11,56,teel,
RICHARD Z. SIMSARIAN,SAN FRANCISCO,-122.48209,37.753971,60,Eye exam & treatment,0,54,6,0,no,,4,0,10,48,simsarian,
YUKAKO AKERA,SAN LEANDRO,-122.12991,37.70332,23,Eye exam & treatment,0,17,2,0,no,,4,0,6,20,akera,
VIVIAN L. RICE,SAN JOSE,-121.93256,37.271793,31,Eye exam & treatment,0,15,2,0,no,,5,0,7,25,rice,
ALLISON E. CHO,BERKELEY,-122.26764,37.86541,7,Eye exam & treatment,0,26,4,0,no,,6,0,10,48,cho,
ROBERT L. HETLAND,SAN CARLOS,-122.26294,37.505211,48,Eye exam & treatment,0,210,9,0,no,,4,0,13,78,hetland,
DODD R. PORTMAN,SANTA CLARA,-121.95944,37.347603,31,Eye exam & treatment,0,63,6,0,no,,5,0,11,56,portman,
SUSAN M. PIRRONE,FREMONT,-121.92687,37.490231,30,Eye exam & treatment,0,17,2,0,no,,9,0,11,56,pirrone,
LISA F. CHANG,CONCORD,-122.03404,37.981251,30,Eye exam & treatment,0,36,5,0,no,,4,0,9,41,chang,
JOSEPH COSTA,SAN JOSE,-121.8243,37.370834,,Eye exam & treatment,0,62,6,0,no,,5,0,11,56,costa,
WENDY N. AHN,LOS ALTOS,-122.11596,37.378674,11,Eye exam & treatment,0,14,1,0,no,,10,0,11,56,ahn,
DIANE H. WILLIAMS,DANVILLE,-121.9919,37.807648,,Eye exam & treatment,0,50,6,0,no,,4,0,10,48,williams,
MAUREEN MCCOY,SAUSALITO,-122.48511,37.858925,11,Eye exam & treatment,0,12,1,0,no,,5,0,6,20,mccoy,
STEWART I. WOLFE,SANTA ROSA,-122.71192,38.441338,34,Eye exam & treatment,0,58,6,0,no,,8,0,14,80,wolfe,
JEFFREY D. SALMAN,SAN ANSELMO,-122.56116,37.970139,24,Eye exam & treatment,0,18,2,0,no,,3,0,5,17,salman,
SUZANNE G. LI,SAN FRANCISCO,-122.4324,37.790154,39,Eye exam & treatment,0,252,9,0,no,,4,0,13,78,li,
ROBERT A. MONETTA,SAN FRANCISCO,-122.47265,37.731472,32,Eye exam & treatment,0,43,5,0,no,,-1,0,4,13,monetta,
BRUCE P. ABRAMSON,SANTA ROSA,-122.70549,38.442451,23,Eye exam & treatment,0,166,9,0,no,,-7,0,2,11,abramson,
ROBERT EDELMAN,CASTRO VALLEY,-122.08739,37.698784,36,Eye exam & treatment,0,233,9,0,no,,5,0,14,80,edelman,
MUJDA ZHUBLAWAR,HAYWARD,-122.07285,37.679054,9,Eye exam & treatment,0,69,7,0,no,,4,0,11,56,zhublawar,
SCOTT C. SO,SAN FRANCISCO,-122.4324,37.790154,14,Eye exam & treatment,0,516,10,0,no,,-1,0,9,41,so,
PARK L. HSIEH,PINOLE,-122.28571,37.995792,10,Eye exam & treatment,0,37,5,0,no,,10,0,15,88,hsieh,
OSCAR E. SMITH,SAN RAMON,-121.94968,37.763485,37,Eye exam & treatment,0,21,3,0,no,,-3,0,0,7,smith,
VINCENT W. LAM,SAN FRANCISCO,-122.46198,37.760471,,Eye exam & treatment,0,20,3,0,no,,-10,0,-7,1,lam,1
TONYA WATSON,SAN FRANCISCO,-122.43494,37.759953,12,Eye exam & treatment,0,14,1,0,no,,3,0,4,13,watson,
DIANA YUEN,OAKLAND,-122.24684,37.813187,34,Eye exam & treatment,0,25,4,0,no,,-3,0,1,10,yuen,
LILLIAN S. SHEN,SAN FRANCISCO,-122.39838,37.797623,15,Eye exam & treatment,0,12,1,0,no,,7,0,8,30,shen,
DAVID SCHYMEINSKY,MILPITAS,-121.89776,37.432522,21,Eye exam & treatment,0,15,2,0,no,,6,0,8,30,schymeinsky,
RICHARD B. BRAUNSTEIN,SAN CARLOS,-122.25796,37.505215,59,Eye exam & treatment,0,79,7,0,no,,4,0,11,56,braunstein,
ANTHONY IANTOSCA,SAN JOSE,-121.84826,37.363342,47,Eye exam & treatment,0,249,9,0,no,,4,0,13,78,iantosca,
DAVID W. FOLKERS,SUNNYVALE,-122.03214,37.37075,,Eye exam & treatment,0,45,5,0,no,,9,0,14,80,folkers,
LORAN B. MEBINE,SAN FRANCISCO,-122.46982,37.737492,46,Eye exam & treatment,0,71,7,0,no,,5,0,12,68,mebine,
TANYA K. MAHAPHON,NAPA,-122.28519,38.313835,16,Eye exam & treatment,0,17,2,0,no,,6,0,8,30,mahaphon,
HAMID SAJJADI,SAN JOSE,-122.03214,37.309772,37,Eye exam & treatment,0,55,6,0,no,,-9,0,-3,3,sajjadi,
CLIFFORD J. LEONG,FREMONT,-121.98234,37.547501,7,Eye exam & treatment,0,29,4,0,no,,8,0,12,68,leong,
CHESLYN M. GAN,WALNUT CREEK,-122.08711,37.925068,25,Eye exam & treatment,0,50,6,0,no,,4,0,10,48,gan,
STEVEN G. PASCAL,OAKLAND,-122.26569,37.811474,28,Eye exam & treatment,0,716,10,0,no,,6,0,16,93,pascal,
ROBERT E. NASSER,NAPA,-122.29284,38.32407,,Eye exam & treatment,0,68,7,0,no,,5,0,12,68,nasser,
CHRISTOPHER A. RUZICKA,CONCORD,-122.00238,37.95475,27,Eye exam & treatment,0,21,3,0,no,,5,0,8,30,ruzicka,
KIMBERLY HAW,FREMONT,-121.9839,37.547325,7,Eye exam & treatment,0,17,2,0,no,,5,0,7,25,haw,
ELEANOR W. KUNG,SAN FRANCISCO,-122.46982,37.737492,4,Eye exam & treatment,0,20,3,0,no,,6,0,9,41,kung,
RANDALL L. CHUNG,MORGAN HILL,-121.65496,37.139668,,Eye exam & treatment,0,67,7,0,no,,9,0,16,93,chung,
LAURA M. TRACEWELL,PALO ALTO,-122.16225,37.439377,27,Eye exam & treatment,0,31,4,0,no,,-9,0,-5,3,tracewell,
DALE I. BARR,SAN JOSE,-121.93256,37.271793,22,Eye exam & treatment,0,53,6,0,no,,5,0,11,56,barr,
BANG K. TRAN,SAN JOSE,-121.81293,37.309441,17,Eye exam & treatment,0,29,4,0,no,,6,0,10,48,tran,
DOROTHY T. OKAMOTO,OAKLAND,-122.19916,37.792171,37,Eye exam & treatment,0,24,3,0,no,,5,0,8,30,okamoto,
CHARLOTTE A. TLACHAC,ALAMEDA,-122.23121,37.758942,36,Eye exam & treatment,0,13,1,0,no,,3,0,4,13,tlachac,
MICHAEL W. OTTATI,ANTIOCH,-121.80432,37.984978,16,Eye exam & treatment,0,14,1,0,no,,-3,0,-2,5,ottati,
THOMAS A. ALLER,SAN BRUNO,-122.41621,37.627098,,Eye exam & treatment,0,26,4,0,no,,4,0,8,30,aller,
MICHAEL C. SHULKIN,SANTA ROSA,-122.70087,38.442982,31,Eye exam & treatment,0,82,7,0,no,,9,0,16,93,shulkin,
ANTHONY K. AGADZI,VALLEJO,-122.22461,38.122948,11,Eye exam & treatment,0,246,9,8,no,5000,4,0,5,17,agadzi,
SANDRA CHENG,SAN MATEO,-122.32616,37.566483,,Eye exam & treatment,0,37,5,0,no,,-5,0,0,7,cheng,
JANET C. CHAN,HERCULES,-122.27427,38.017979,15,Eye exam & treatment,0,20,3,0,no,,5,0,8,30,chan,
LAURA L. LACEY,CONCORD,-122.00238,37.95475,25,Eye exam & treatment,0,20,3,0,no,,5,0,8,30,lacey,
JOHN S. LIU,CASTRO VALLEY,-122.07299,37.695438,36,Eye exam & treatment,0,76,7,0,no,,9,0,16,93,liu,
KENNETH S. GEE,CONCORD,-121.96779,37.955723,14,Eye exam & treatment,0,14,1,0,no,,5,0,6,20,gee,
DORIT M. SCHARFF,SANTA CLARA,-121.95944,37.347603,23,Eye exam & treatment,0,19,3,0,no,,5,0,8,30,scharff,
THOMAS LITZINGER,SAN FRANCISCO,-122.43176,37.791096,,Eye exam & treatment,0,17,2,0,no,,5,0,7,25,litzinger,
AUDREY V. LOUIE,MOUNTAIN VIEW,-122.08109,37.39016,6,Eye exam & treatment,0,13,1,0,no,,10,0,11,56,louie,
DAVID M. REDMAN,SAN JOSE,-121.7741,37.230076,23,Eye exam & treatment,0,11,1,0,no,,7,0,8,30,redman,
ELLEN SZETO,MOUNTAIN VIEW,-122.08109,37.39016,19,Eye exam & treatment,0,14,1,0,no,,10,0,11,56,szeto,
ROGER E. ATKINS,SAN FRANCISCO,-122.4324,37.790154,51,Eye exam & treatment,0,89,7,0,no,,-1,0,6,20,atkins,
MARGARET LIU,SAN FRANCISCO,-122.43245,37.789112,7,Eye exam & treatment,0,27,4,0,no,,-4,0,0,7,liu,
