fullname,city,longitude,latitude,yearspracticing,proc,malp,services_count,services10,pharma10,malp_word,pharmadollars,diff10new,yelp10new,score,scoreptile,lastlower,bad
TEODORO P. NISSEN,VALLEJO,-122.23979,38.131104,14,Triamcinolone acet inj NOS,0,78,7,0,no,,-1,0,6,34,nissen,
JONATHAN B. ELLMAN,BERKELEY,-122.25949,37.858109,42,Triamcinolone acet inj NOS,0,243,9,0,no,,9,0,18,83,ellman,
DAVE ATKIN,SAN FRANCISCO,-122.42031,37.747532,27,Triamcinolone acet inj NOS,0,235,9,0,no,,10,0,19,87,atkin,
WILLIAM B. JOYCE,MORGAN HILL,-121.64822,37.153934,35,Triamcinolone acet inj NOS,0,137,8,0,no,,9,0,17,81,joyce,
DANIEL P. BIRKBECK,NAPA,-122.29833,38.323166,24,Triamcinolone acet inj NOS,0,1103,10,0,no,,9,0,19,87,birkbeck,
CHRISTIAN FOGLAR,SAN JOSE,-121.80101,37.235817,25,Triamcinolone acet inj NOS,0,152,8,0,no,,-4,0,4,12,foglar,
WILLIAM S. GREEN,SAN FRANCISCO,-122.45768,37.785908,10,Triamcinolone acet inj NOS,0,116,8,0,no,,10,0,18,83,green,
JOSEPH F. HAGGERTY,SAN FRANCISCO,-122.45302,37.774872,43,Triamcinolone acet inj NOS,0,25,4,0,no,,-1,0,3,7,haggerty,
GORDON J. JURIANSZ,SANTA ROSA,-122.69884,38.443104,11,Triamcinolone acet inj NOS,0,46,6,0,no,,7,0,13,58,juriansz,
DARITH S. KHAY,SAN JOSE,-121.85059,37.361233,18,Triamcinolone acet inj NOS,0,21,3,0,no,,9,0,12,54,khay,
ROBERT L. DOBROW,SAN FRANCISCO,-122.42309,37.787361,34,Triamcinolone acet inj NOS,0,79,7,0,no,,-3,0,4,12,dobrow,
MICHAEL Y. CHANG,WALNUT CREEK,-122.02595,37.926155,12,Triamcinolone acet inj NOS,0,750,10,0,no,,9,0,19,87,chang,
MICHAEL R. SATHY,MOUNTAIN VIEW,-122.06483,37.377022,27,Triamcinolone acet inj NOS,0,99,8,0,no,,-3,0,5,18,sathy,
PHILIP J. O'KEEFE,SAN FRANCISCO,-122.43571,37.768429,42,Triamcinolone acet inj NOS,0,23,3,0,no,,9,0,12,54,o'keefe,
GEORGE F. GUTIERREZ,SAN FRANCISCO,-122.4572,37.786865,47,Triamcinolone acet inj NOS,0,21,3,0,no,,8,2,13,58,gutierrez,
DARREN DON,PALO ALTO,-122.16225,37.439377,14,Triamcinolone acet inj NOS,0,97,7,0,no,,-2,0,5,18,don,
HOWARD E. SCHWAT,SAN FRANCISCO,-122.41897,37.757431,46,Triamcinolone acet inj NOS,0,100,8,0,no,,7,0,15,69,schwat,
KENNETH G. VENOS,PLEASANTON,-121.89841,37.69228,37,Triamcinolone acet inj NOS,0,365,10,0,no,,9,0,19,87,venos,
