fullname,city,longitude,latitude,yearspracticing,proc,malp,services_count,services10,pharma10,malp_word,pharmadollars,diff10new,yelp10new,score,scoreptile,lastlower,bad
BAHMAN J. NOURI,WALNUT CREEK,-122.04305,37.912754,16,Electrocardiogram complete,0,12,1,0,no,,-6,0,-5,5,nouri,
SPENCER B. TILLEY,FREMONT,-121.9827,37.549034,10,Electrocardiogram complete,0,32,4,0,no,,10,0,14,87,tilley,
ALBERT P. LEE,SAN FRANCISCO,-122.45348,37.773037,40,Electrocardiogram complete,10,108,8,0,yes,,-7,0,-9,2,lee,1
OSAMA LAM,SAN JOSE,-121.84826,37.363342,25,Electrocardiogram complete,0,21,3,0,no,,5,0,8,55,lam,
HERBERT J. URE,LAFAYETTE,-122.11464,37.892616,35,Electrocardiogram complete,0,92,7,0,no,,-2,0,5,44,ure,
PATRICIA OCONNOR,PINOLE,-122.29769,38.004307,32,Electrocardiogram complete,0,22,3,0,no,,9,0,12,77,oconnor,
GREGORY M. COE,VALLEJO,-122.23979,38.131104,,Electrocardiogram complete,0,31,4,0,no,,7,0,11,71,coe,
AMIR KAYKHA,SAN JOSE,-121.93209,37.325909,19,Electrocardiogram complete,0,401,10,0,no,,7,0,17,99,kaykha,
MARY L. MILLER,ORINDA,-122.18132,37.880131,23,Electrocardiogram complete,0,77,7,0,no,,-3,0,4,42,miller,
MELISSA Z. WU,LOS GATOS,-121.95024,37.247131,8,Electrocardiogram complete,0,135,8,0,no,,-5,0,3,40,wu,
MARSHALL F. WILLIAMS,GILROY,-121.57397,37.036911,34,Electrocardiogram complete,0,11,1,0,no,,9,0,10,66,williams,
LAWRENCE D. BRYSON,SAN FRANCISCO,-122.40779,37.789356,38,Electrocardiogram complete,0,73,7,0,no,,-7,0,0,20,bryson,
DIVYA KINI,DALY CITY,-122.47508,37.675583,19,Electrocardiogram complete,0,25,4,4,no,365,-3,0,-3,8,kini,
STEPHEN K. LEE,SAN FRANCISCO,-122.45293,37.786537,22,Electrocardiogram complete,10,17,2,0,yes,,7,0,-1,14,lee,1
BERTRAM C. SOLOMON,SOUTH SAN FRANCISCO,-122.42877,37.645435,,Electrocardiogram complete,0,15,2,0,no,,-7,0,-5,5,solomon,
SIMON A. HUMPHRIES,LOS ALTOS,-122.09234,37.359344,27,Electrocardiogram complete,0,11,1,0,no,,5,0,6,46,humphries,
PETER J. BULLOCK,REDWOOD CITY,-122.2388,37.486931,43,Electrocardiogram complete,0,59,6,0,no,,-6,0,0,20,bullock,
RODOLFO CADANG,HERCULES,-122.27427,38.017979,30,Electrocardiogram complete,0,84,7,0,no,,-5,0,2,35,cadang,
DANIEL E. ANDREWS,NAPA,-122.29778,38.323208,36,Electrocardiogram complete,0,225,9,0,no,,6,0,15,92,andrews,
THINH V. NGUYEN,SAN JOSE,-121.82673,37.319405,32,Electrocardiogram complete,10,53,6,0,yes,,-2,0,-6,4,nguyen,1
RICHARD B. MORGAN,BURLINGAME,-122.38329,37.594425,42,Electrocardiogram complete,0,11,1,0,no,,-5,0,-4,7,morgan,
ANDREW J. ROSS,BERKELEY,-122.26982,37.863155,24,Electrocardiogram complete,0,37,5,0,no,,5,0,10,66,ross,
JOANABEL S. CEPE,SAN JOSE,-121.85059,37.361233,26,Electrocardiogram complete,0,39,5,0,no,,9,0,14,87,cepe,
SEAN FEEZEL,SAN RAMON,-121.95962,37.77647,19,Electrocardiogram complete,0,48,6,0,no,,-5,0,1,30,feezel,
CAROLINE AUGUSTYN,BURLINGAME,-122.38465,37.596172,,Electrocardiogram complete,0,29,4,0,no,,-5,0,-1,14,augustyn,
NICOLE HONG PHUONG THAI,SAN JOSE,-121.85059,37.361233,32,Electrocardiogram complete,0,114,8,0,no,,-1,0,7,49,thai,
ROBERT K. SANDBERG,OAKLAND,-122.26515,37.819099,41,Electrocardiogram complete,0,191,9,0,no,,5,0,14,87,sandberg,
HOWARD J. KLINE,SAN FRANCISCO,-122.4421,37.771019,56,Electrocardiogram complete,0,120,8,5,no,554,9,0,12,77,kline,
BETTY K. PATTERSON,DIXON,-121.83643,38.446152,33,Electrocardiogram complete,0,19,3,0,no,,-4,0,-1,14,patterson,
EENA DUGGAL,PLEASANTON,-121.87569,37.682186,20,Electrocardiogram complete,0,11,1,0,no,,10,0,11,71,duggal,
ANDREW Y. LIN,SUNNYVALE,-122.02795,37.358974,22,Electrocardiogram complete,0,13,1,3,no,312,9,0,7,49,lin,
SHINE NEE TENG,BERKELEY,-122.25976,37.855022,27,Electrocardiogram complete,0,21,3,0,no,,-3,0,0,20,teng,
THOMAS J. HONRATH,SANTA ROSA,-122.66496,38.441879,40,Electrocardiogram complete,0,17,2,0,no,,8,0,10,66,honrath,
ROBERT J. MARX,LOS GATOS,-121.95152,37.251808,39,Electrocardiogram complete,0,56,6,0,no,,10,0,16,95,marx,
DELROY A. MCFARLANE,NAPA,-122.29833,38.323166,,Electrocardiogram complete,0,14,1,0,no,,-2,0,-1,14,mcfarlane,
TIM A. FITZER,BERKELEY,-122.25895,37.861996,16,Electrocardiogram complete,0,19,3,0,no,,-4,0,-1,14,fitzer,
DINESH THAKUR,SAN PABLO,-122.33725,37.954269,27,Electrocardiogram complete,0,260,9,0,no,,6,0,15,92,thakur,
IBRAHIM SAAH,MOUNTAIN VIEW,-122.07791,37.366146,,Electrocardiogram complete,0,25,4,0,no,,7,0,11,71,saah,
EDWARD J. WHALEN,FREMONT,-121.9742,37.566669,68,Electrocardiogram complete,0,21,3,0,no,,10,0,13,85,whalen,
RANDALL LOW,SAN FRANCISCO,-122.40741,37.796867,39,Electrocardiogram complete,0,32,4,0,no,,-6,0,-2,11,low,
DAVID Q. SEGARS,SAN FRANCISCO,-122.4738,37.731949,33,Electrocardiogram complete,0,112,8,0,no,,8,0,16,95,segars,
ELIZA L. CHIN,OAKLAND,-122.26051,37.811581,21,Electrocardiogram complete,0,30,4,0,no,,7,0,11,71,chin,
ABE KAPLAN,BRENTWOOD,-121.69605,37.962315,61,Electrocardiogram complete,0,16,2,4,no,356,10,0,8,55,kaplan,
KWOKMING J. CHENG,SAN FRANCISCO,-122.40904,37.799866,19,Electrocardiogram complete,0,17,2,0,no,,5,0,7,49,cheng,
HUNG Q. TRINH,SAN JOSE,-121.87083,37.345505,32,Electrocardiogram complete,0,15,2,0,no,,-4,0,-2,11,trinh,
