fullname,city,longitude,latitude,yearspracticing,proc,malp,services_count,services10,pharma10,malp_word,pharmadollars,diff10new,yelp10new,score,scoreptile,lastlower,bad
MARCO PAVESI,FREMONT,-121.98267,37.55579,37,Admin influenza virus vac,0,49,6,0,no,,10,0,16,90,pavesi,
JONATHAN L. BARASH,SAN FRANCISCO,-122.4062,37.732288,,Admin influenza virus vac,0,18,2,0,no,,-4,0,-2,4,barash,
MARLON DECASTRO,SANTA ROSA,-122.69884,38.443104,17,Admin influenza virus vac,0,81,7,0,no,,8,0,15,84,decastro,
KATHLEEN WISHART,NAPA,-122.29205,38.321327,,Admin influenza virus vac,0,13,1,0,no,,7,0,8,34,wishart,
JULIA S. HOHMAN,WALNUT CREEK,-122.05918,37.905483,14,Admin influenza virus vac,0,37,5,0,no,,9,0,14,76,hohman,
DHANU KAPOOR,SANTA CLARA,-121.95944,37.347054,24,Admin influenza virus vac,0,14,1,0,no,,9,0,10,43,kapoor,
MARIA ANDRAE-HAMMOND,ORINDA,-122.18171,37.877193,7,Admin influenza virus vac,0,31,4,0,no,,-2,0,2,15,andrae-hammond,
ASHWANI K. BINDAL,FREMONT,-121.98116,37.557617,37,Admin influenza virus vac,0,79,7,0,no,,10,0,17,94,bindal,
THOMAS MCDONALD,PALO ALTO,-122.16225,37.439377,,Admin influenza virus vac,0,16,2,0,no,,8,0,10,43,mcdonald,
LESLEY A. DEBRIER,NOVATO,-122.55894,38.095032,13,Admin influenza virus vac,0,13,1,0,no,,-2,0,-1,7,debrier,
XIAOGUANG HUANG,OAKLAND,-122.27065,37.799805,32,Admin influenza virus vac,0,538,10,7,no,1010,9,0,12,58,huang,
JEANETTE M. WILLIAMS,CALISTOGA,-122.57719,38.578106,13,Admin influenza virus vac,0,38,5,0,no,,-3,0,2,15,williams,
RICHARD M. GERBER,SAN FRANCISCO,-122.45348,37.773037,34,Admin influenza virus vac,0,76,7,0,no,,-3,0,4,23,gerber,
ALVIN D. WONG,SAN FRANCISCO,-122.45768,37.785908,28,Admin influenza virus vac,0,61,6,0,no,,-1,0,5,26,wong,
BARBARA H. KOSTICK,FREMONT,-121.99204,37.560158,43,Admin influenza virus vac,0,39,5,0,no,,9,0,14,76,kostick,
HARVEY SACHS,SAN JOSE,-121.84826,37.363342,47,Admin influenza virus vac,0,21,3,0,no,,6,0,9,37,sachs,
PAUL KIM,DUBLIN,-121.87423,37.705521,19,Admin influenza virus vac,0,12,1,0,no,,8,0,9,37,kim,
ANJALI CHANANA,FAIRFIELD,-122.13847,38.220676,23,Admin influenza virus vac,0,15,2,0,no,,9,0,11,50,chanana,
CHERYL GOLD,PALO ALTO,-122.16225,37.439377,31,Admin influenza virus vac,0,39,5,0,no,,8,0,13,68,gold,
LAURA DALTON,BENICIA,-122.18224,38.067806,15,Admin influenza virus vac,0,17,2,0,no,,-2,0,0,11,dalton,
VIKTOR NOVIKOV,DANVILLE,-121.99686,37.822865,9,Admin influenza virus vac,0,13,1,0,no,,8,0,9,37,novikov,
PHUONG D. DANG,OAKLAND,-122.25663,37.798168,39,Admin influenza virus vac,0,92,7,0,no,,9,0,16,90,dang,
LYNDA A. MACKIN,BELMONT,-122.26675,37.523884,20,Admin influenza virus vac,0,16,2,0,no,,-2,0,0,11,mackin,
TINA R. SINGH,FAIRFIELD,-122.08533,38.235332,13,Admin influenza virus vac,0,12,1,0,no,,-5,0,-4,3,singh,
PAUL JEMELIAN,SAN MATEO,-122.32603,37.566257,24,Admin influenza virus vac,0,20,3,0,no,,8,0,11,50,jemelian,
GARY FUJIMOTO,PALO ALTO,-122.16225,37.439377,35,Admin influenza virus vac,0,36,5,0,no,,0,0,5,26,fujimoto,
ABRAHAM C. CABEBE,SAN JOSE,-121.86076,37.253387,34,Admin influenza virus vac,0,87,7,0,no,,8,0,15,84,cabebe,
MICHAEL SU,SUNNYVALE,-122.0287,37.367916,18,Admin influenza virus vac,0,23,3,0,no,,8,0,11,50,su,
VIJAY THUKRAL,MILPITAS,-121.88464,37.413212,38,Admin influenza virus vac,0,28,4,0,no,,-3,0,1,13,thukral,
PATRICK J. KEARNS,MOUNTAIN VIEW,-122.07791,37.366146,37,Admin influenza virus vac,0,22,3,0,no,,-4,0,-1,7,kearns,
ERNEST L. BONNER,ALAMEDA,-122.24256,37.764458,39,Admin influenza virus vac,0,72,7,0,no,,7,0,14,76,bonner,
STEPHEN M. KNOX,SAN FRANCISCO,-122.43571,37.768429,29,Admin influenza virus vac,0,45,5,0,no,,-1,-1,3,19,knox,
MEGAN L. ANCKER,FOSTER CITY,-122.26718,37.567696,33,Admin influenza virus vac,0,400,10,0,no,,10,0,20,99,ancker,
ERIC G. LIM,SAN FRANCISCO,-122.42031,37.747532,21,Admin influenza virus vac,0,328,10,0,no,,-1,0,9,37,lim,
LINDA C. LU,LOS GATOS,-121.95024,37.247131,13,Admin influenza virus vac,0,38,5,0,no,,-1,0,4,23,lu,
ARSEEN E. SOLIMAN,CONCORD,-122.03596,37.984161,15,Admin influenza virus vac,0,168,9,0,no,,-2,0,7,32,soliman,
VIVEK JAIN,SANTA CLARA,-121.9761,37.352268,16,Admin influenza virus vac,0,13,1,0,no,,8,0,9,37,jain,
FREDERICK J. HASS,SAN RAFAEL,-122.54641,38.006828,50,Admin influenza virus vac,0,39,5,0,no,,9,0,14,76,hass,
DAPHNE MILLER,SAN FRANCISCO,-122.42709,37.747799,21,Admin influenza virus vac,0,11,1,0,no,,8,3,12,58,miller,
KATHLEEN L. HORAN,SANTA ROSA,-122.69859,38.442539,38,Admin influenza virus vac,10,23,3,0,yes,,-3,0,-10,1,horan,1
NATHANIEL W. GLEASON,SAN FRANCISCO,-122.43997,37.785328,6,Admin influenza virus vac,0,12,1,0,no,,-3,0,-2,4,gleason,
MIDORI NISHIMURA,MOUNTAIN VIEW,-122.08709,37.373798,19,Admin influenza virus vac,0,17,2,0,no,,10,0,12,58,nishimura,
NOB HILL GENERAL STORE INC,SAN JOSE,-121.83072,37.237846,,Admin influenza virus vac,0,18,2,0,no,,10,0,12,58,nob hill general store inc,
"GARFIELD BEACH CVS, L.L.C.",SAN RAFAEL,-122.51881,37.971279,,Admin influenza virus vac,0,185,9,0,no,,10,0,19,99,"garfield beach cvs, l.l.c.",
SHU WING CHAN,SAN FRANCISCO,-122.40835,37.793976,46,Admin influenza virus vac,0,70,7,0,no,,-1,0,6,30,chan,
SUE J. KNIGHT,SAN RAMON,-121.99117,37.773804,31,Admin influenza virus vac,0,95,7,0,no,,9,0,16,90,knight,
PAULINE SIAO,REDWOOD CITY,-122.25239,37.524399,17,Admin influenza virus vac,0,13,1,0,no,,8,0,9,37,siao,
JAMES F. LEONI,PETALUMA,-122.63398,38.25211,31,Admin influenza virus vac,0,278,9,0,no,,9,0,18,97,leoni,
CHARLES J. ANTONINI,DALY CITY,-122.47292,37.680737,38,Admin influenza virus vac,0,94,7,4,no,340,8,0,11,50,antonini,
GAIL PYLE,PALO ALTO,-122.16225,37.439377,18,Admin influenza virus vac,0,23,3,0,no,,8,0,11,50,pyle,
JAMES A. DAVIS,SAN FRANCISCO,-122.43176,37.791096,41,Admin influenza virus vac,0,100,8,0,no,,-1,0,7,32,davis,
MARY JANE HUTCHINS,LOS GATOS,-121.95152,37.251808,38,Admin influenza virus vac,0,15,2,0,no,,10,0,12,58,hutchins,
DAVID COHEN,SAN FRANCISCO,-122.41714,37.789528,54,Admin influenza virus vac,0,74,7,0,no,,-1,0,6,30,cohen,
ARTHUR POLUSSA,LOS GATOS,-121.97041,37.262268,35,Admin influenza virus vac,0,27,4,0,no,,9,0,13,68,polussa,
KUTTANCHERI REMA,FREMONT,-121.97461,37.549271,23,Admin influenza virus vac,0,17,2,0,no,,8,0,10,43,rema,
EVAN SEEVAK,OAKLAND,-122.23111,37.799191,18,Admin influenza virus vac,0,45,5,0,no,,-3,0,2,15,seevak,
ROBERT J. DEITZ,SAN FRANCISCO,-122.43255,37.797428,,Admin influenza virus vac,0,45,5,0,no,,-2,0,3,19,deitz,
BEATTY H. RAMSAY,SAN MATEO,-122.32603,37.566257,36,Admin influenza virus vac,0,77,7,0,no,,9,0,16,90,ramsay,
RAMIRO ZARATE,NAPA,-122.29205,38.321327,,Admin influenza virus vac,0,11,1,0,no,,7,0,8,34,zarate,
JOLINE HEO,BRENTWOOD,-121.69769,37.937107,7,Admin influenza virus vac,0,25,4,0,no,,-5,0,-1,7,heo,
RACHEL M. SEAMAN,MENLO PARK,-122.18795,37.452675,10,Admin influenza virus vac,0,52,6,0,no,,9,0,15,84,seaman,
SAYEMA A. SAIFULLAH,SANTA CLARA,-121.9761,37.352268,14,Admin influenza virus vac,0,12,1,0,no,,8,0,9,37,saifullah,
SAFEWAY INC,MILL VALLEY,-122.53013,37.893986,,Admin influenza virus vac,0,618,10,0,no,,-2,0,8,34,safeway inc,
TUONG D. DO,SAN FRANCISCO,-122.4815,37.782135,,Admin influenza virus vac,0,25,4,0,no,,8,0,12,58,do,
KATHERINE K. STRELKOFF,SAN FRANCISCO,-122.48966,37.73399,34,Admin influenza virus vac,0,89,7,0,no,,-3,0,4,23,strelkoff,
MICHAEL J. MULLIGAN,MOUNTAIN VIEW,-122.06483,37.377022,28,Admin influenza virus vac,0,14,1,0,no,,9,0,10,43,mulligan,
CAROL L. LAMB,DANVILLE,-121.91675,37.799988,29,Admin influenza virus vac,0,43,5,0,no,,-2,0,3,19,lamb,
GAYATRI KHANNA,SAN FRANCISCO,-122.42287,37.790363,20,Admin influenza virus vac,0,24,3,0,no,,9,0,12,58,khanna,
CATHARINE T. CLARK-SAYLES,GREENBRAE,-122.53705,37.944862,35,Admin influenza virus vac,0,157,8,1,no,259,-3,0,4,23,clark-sayles,
SYLVIA H. HOANG,FREMONT,-121.98233,37.556206,19,Admin influenza virus vac,0,19,3,0,no,,10,0,13,68,hoang,
MARA ADELMAN,NAPA,-122.29205,38.321327,,Admin influenza virus vac,0,11,1,0,no,,7,0,8,34,adelman,
DEVORAH E. BEN-ZEEV,WALNUT CREEK,-122.03021,37.922413,23,Admin influenza virus vac,0,80,7,0,no,,-2,0,5,26,ben-zeev,
MING-HSIEN WU,FREMONT,-121.97461,37.549271,50,Admin influenza virus vac,0,24,3,0,no,,8,0,11,50,wu,
LISA A. BOWIE,SAN JOSE,-121.91915,37.337349,,Admin influenza virus vac,0,12,1,0,no,,9,0,10,43,bowie,
SYDNEY C. CHOSLOVSKY,SAN JOSE,-121.87793,37.343464,45,Admin influenza virus vac,0,67,7,0,no,,9,0,16,90,choslovsky,
GARFIELD BEACH CVS LLC,SAN JOSE,-121.95397,37.415257,,Admin influenza virus vac,0,12,1,0,no,,10,0,11,50,garfield beach cvs llc,
WILLIAM S. ANDERECK,SAN FRANCISCO,-122.4324,37.790154,40,Admin influenza virus vac,0,49,6,0,no,,8,0,14,76,andereck,
FUSHENG WANG,SAN FRANCISCO,-122.40965,37.795681,31,Admin influenza virus vac,0,12,1,0,no,,-3,0,-2,4,wang,
LEO SIFFLET,SAN JOSE,-121.90813,37.317707,57,Admin influenza virus vac,0,30,4,0,no,,6,0,10,43,sifflet,
DAVID L. GRIFFITH,SAN JOSE,-121.86433,37.220657,29,Admin influenza virus vac,0,32,4,0,no,,9,0,13,68,griffith,
FAITH WELLS,LOS ALTOS,-122.10493,37.395618,26,Admin influenza virus vac,0,69,7,0,no,,8,0,15,84,wells,
HARVEY C. EDELMAN,SAN FRANCISCO,-122.40968,37.788162,58,Admin influenza virus vac,0,49,6,0,no,,6,4,16,90,edelman,
SHEILA H. HUMPHRIES,LOS ALTOS,-122.09234,37.359344,23,Admin influenza virus vac,0,57,6,0,no,,10,0,16,90,humphries,
DAVID M. WOODHOUSE,VACAVILLE,-121.9838,38.354992,33,Admin influenza virus vac,0,175,9,7,no,1018,-6,0,-4,3,woodhouse,
JEFF TAO,SANTA CLARA,-121.9761,37.352268,,Admin influenza virus vac,0,74,7,0,no,,8,0,15,84,tao,
ELIZABETH K. ZIEMANN,SAN FRANCISCO,-122.40271,37.76548,7,Admin influenza virus vac,0,31,4,0,no,,9,0,13,68,ziemann,
ROBERT J. BARTZ,SAUSALITO,-122.49979,37.867756,33,Admin influenza virus vac,0,62,6,0,no,,-2,0,4,23,bartz,
SUNG H. KNUEPPEL,REDWOOD CITY,-122.22926,37.490795,,Admin influenza virus vac,0,20,3,0,no,,8,0,11,50,knueppel,
ERICA WEIRICH,LOS ALTOS,-122.10493,37.395618,16,Admin influenza virus vac,0,17,2,0,no,,8,0,10,43,weirich,
SCOTT MATTHEWS,PALO ALTO,-122.16225,37.439377,16,Admin influenza virus vac,0,47,6,0,no,,8,0,14,76,matthews,
KENNETH B. MAYBURY,SAN FRANCISCO,-122.45302,37.774872,22,Admin influenza virus vac,0,59,6,0,no,,8,0,14,76,maybury,
ANURADHA REDDY,MOUNTAIN VIEW,-122.06483,37.377022,23,Admin influenza virus vac,0,18,2,0,no,,9,0,11,50,reddy,
TINA W. LEUNG,LOS ALTOS,-122.10493,37.395618,16,Admin influenza virus vac,0,11,1,0,no,,8,0,9,37,leung,
HANS YU,SAN FRANCISCO,-122.47914,37.754097,25,Admin influenza virus vac,0,292,9,0,no,,-2,0,7,32,yu,
RUBEN S. VELASQUEZ,VALLEJO,-122.23869,38.132587,43,Admin influenza virus vac,0,47,6,0,no,,9,0,15,84,velasquez,
LEAH TESSLER,SAN FRANCISCO,-122.41667,37.789135,19,Admin influenza virus vac,0,36,5,0,no,,-2,0,3,19,tessler,
SANDRA WONG,FREMONT,-121.97461,37.549271,14,Admin influenza virus vac,0,18,2,0,no,,8,0,10,43,wong,
LORI M. BELTRAN,OAKLAND,-122.26389,37.818897,8,Admin influenza virus vac,0,22,3,0,no,,-2,0,1,13,beltran,
ROBINA Y. MOEN,SUNNYVALE,-122.0287,37.367916,21,Admin influenza virus vac,0,24,3,0,no,,8,0,11,50,moen,
BETSY STRONG,SUNNYVALE,-122.02978,37.368004,32,Admin influenza virus vac,0,52,6,0,no,,8,0,14,76,strong,
JORGE V. CONTRERAS,SAN JOSE,-121.85539,37.25042,34,Admin influenza virus vac,0,63,6,0,no,,10,-5,11,50,contreras,
JAMES TAYLOR,SAN RAFAEL,-122.50098,37.953224,28,Admin influenza virus vac,0,117,8,0,no,,9,0,17,94,taylor,
RAJESH K. RANADIVE,PETALUMA,-122.63415,38.251904,15,Admin influenza virus vac,0,232,9,0,no,,8,0,17,94,ranadive,
JOCELIZA G. CHAUDHARY,SAN JOSE,-121.94845,37.251076,20,Admin influenza virus vac,0,38,5,4,no,391,-2,0,-1,7,chaudhary,
LARRY SLATER,SANTA ROSA,-122.69859,38.442539,38,Admin influenza virus vac,0,26,4,0,no,,-3,0,1,13,slater,
RICHARD E. BATTS,PINOLE,-122.30174,37.99675,46,Admin influenza virus vac,0,64,6,0,no,,9,0,15,84,batts,
TRACY A. THOMPSON,DUBLIN,-121.87423,37.705521,32,Admin influenza virus vac,0,57,6,0,no,,8,0,14,76,thompson,
NIRMALA KANNAN,HAYWARD,-122.10556,37.647842,33,Admin influenza virus vac,0,97,7,0,no,,-2,0,5,26,kannan,
PATTI YANKLOWITZ,PALO ALTO,-122.16225,37.439377,29,Admin influenza virus vac,0,60,6,0,no,,8,0,14,76,yanklowitz,
MARY J. MARTIN,SAN FRANCISCO,-122.45142,37.786728,7,Admin influenza virus vac,0,20,3,0,no,,-3,2,2,15,martin,
MARK BELTRAN,BURLINGAME,-122.38329,37.594425,25,Admin influenza virus vac,0,43,5,0,no,,-2,0,3,19,beltran,
BUDD N. SHENKIN,OAKLAND,-122.26685,37.820084,,Admin influenza virus vac,0,13,1,8,no,2665,0,0,-7,1,shenkin,
MARGARET KRAY,OAKLAND,-122.23122,37.780659,6,Admin influenza virus vac,0,16,2,0,no,,7,0,9,37,kray,
JOSHUA RASSEN,SAN FRANCISCO,-122.48442,37.776119,,Admin influenza virus vac,0,33,5,0,no,,10,0,15,84,rassen,
LOUIS J. CUBBA,SAN FRANCISCO,-122.43571,37.768429,18,Admin influenza virus vac,0,57,6,0,no,,10,7,23,100,cubba,
PATRICK W. PAU,SAN JOSE,-121.85059,37.361233,48,Admin influenza virus vac,0,21,3,0,no,,-3,0,0,11,pau,
CONSTANCE J. AYERS,SEBASTOPOL,-122.81842,38.396046,33,Admin influenza virus vac,0,36,5,0,no,,8,0,13,68,ayers,
NATASHA AHMED,SAN JOSE,-121.94039,37.406849,18,Admin influenza virus vac,0,53,6,0,no,,-1,-10,-5,2,ahmed,1
IRWIN SHELUB,DALY CITY,-122.47624,37.665237,,Admin influenza virus vac,0,13,1,0,no,,10,0,11,50,shelub,
AMY BRENDEL,REDWOOD CITY,-122.25239,37.524399,10,Admin influenza virus vac,0,31,4,0,no,,8,0,12,58,brendel,
SARAH N. TORRES,PALO ALTO,-122.16225,37.439377,10,Admin influenza virus vac,0,18,2,0,no,,8,0,10,43,torres,
SEYMOUR GREENSTEIN,PLEASANT HILL,-122.07244,37.962196,44,Admin influenza virus vac,0,88,7,2,no,269,-2,0,3,19,greenstein,
GREGORY F. HOOPER,SUNNYVALE,-122.02795,37.358974,26,Admin influenza virus vac,10,16,2,0,yes,,10,0,2,15,hooper,1
JONATHAN NORDLICHT,SAN FRANCISCO,-122.42309,37.787361,39,Admin influenza virus vac,0,32,4,0,no,,9,4,17,94,nordlicht,
SHELDON ZITMAN,CUPERTINO,-122.033,37.293945,40,Admin influenza virus vac,0,18,2,4,no,365,9,0,7,32,zitman,
RALEYS,ANTIOCH,-121.8063,37.986614,,Admin influenza virus vac,0,28,4,0,no,,10,0,14,76,raleys,
NICOLAS E. MAKHOUL,PLEASANT HILL,-122.07373,37.947945,19,Admin influenza virus vac,0,94,7,0,no,,-2,0,5,26,makhoul,
JUSTIN R. GLODOWSKI,SANTA ROSA,-122.69216,38.442863,,Admin influenza virus vac,0,60,6,0,no,,9,0,15,84,glodowski,
RICHARD HO,CASTRO VALLEY,-122.08777,37.700119,40,Admin influenza virus vac,0,45,5,0,no,,9,0,14,76,ho,
ALPHAEUS M. WISE,WALNUT CREEK,-122.05918,37.905483,12,Admin influenza virus vac,0,29,4,0,no,,9,0,13,68,wise,
STEVE R. LANE,PALO ALTO,-122.16225,37.439377,28,Admin influenza virus vac,0,28,4,0,no,,8,0,12,58,lane,
CATHERINE BAKER,PALO ALTO,-122.16225,37.439377,13,Admin influenza virus vac,0,16,2,0,no,,8,0,10,43,baker,
DAVID W. MCCULLOUGH,SAN JOSE,-121.86433,37.220657,55,Admin influenza virus vac,0,22,3,0,no,,9,0,12,58,mccullough,
MAURA DEVEREUX,SAN FRANCISCO,-122.43571,37.768429,,Admin influenza virus vac,0,43,5,0,no,,8,0,13,68,devereux,
SUSAN C. GARAY,MENLO PARK,-122.18795,37.452675,24,Admin influenza virus vac,0,23,3,0,no,,9,0,12,58,garay,
LUCRETIA SONDERER,NAPA,-122.29205,38.321327,,Admin influenza virus vac,0,14,1,0,no,,7,0,8,34,sonderer,
SIMIN SIDDIQ,FREMONT,-121.98233,37.556206,37,Admin influenza virus vac,0,26,4,0,no,,10,0,14,76,siddiq,
STEPHEN E. PRATT,SAN RAMON,-121.92371,37.773804,,Admin influenza virus vac,0,32,4,0,no,,8,0,12,58,pratt,
MICHAEL D. DELANGE,HAYWARD,-122.08534,37.675762,16,Admin influenza virus vac,0,64,6,0,no,,7,0,13,68,delange,
LISA HLADIK,BURLINGAME,-122.38329,37.594425,5,Admin influenza virus vac,0,25,4,0,no,,8,0,12,58,hladik,
KEVIN M. WONG,DALY CITY,-122.47508,37.675583,21,Admin influenza virus vac,10,65,6,0,yes,,-1,0,-5,2,wong,1
KAVERI PATEL,FREMONT,-121.97461,37.549271,14,Admin influenza virus vac,0,15,2,0,no,,8,0,10,43,patel,
MICHAEL D. BOYD,MARTINEZ,-122.13095,38.006329,6,Admin influenza virus vac,0,80,7,0,no,,8,0,15,84,boyd,
THOMAS E. STILES,SAINT HELENA,-122.47116,38.507099,44,Admin influenza virus vac,0,14,1,0,no,,-3,0,-2,4,stiles,
MILDRED M. KAWACHI,BERKELEY,-122.26942,37.863678,40,Admin influenza virus vac,0,57,6,0,no,,7,0,13,68,kawachi,
LEIGH S. KIMBERG,SAN FRANCISCO,-122.43592,37.78231,,Admin influenza virus vac,0,20,3,0,no,,-4,0,-1,7,kimberg,
CARLOS E. ANDERSEN,CONCORD,-122.0179,37.972511,39,Admin influenza virus vac,0,25,4,6,no,692,8,0,6,30,andersen,
ZHI H. HUANG,OAKLAND,-122.27118,37.799496,,Admin influenza virus vac,0,70,7,0,no,,-4,0,3,19,huang,
DAVID M. TULLY-SMITH,SAN RAFAEL,-122.53244,37.970852,40,Admin influenza virus vac,0,24,3,0,no,,9,0,12,58,tully-smith,
JOHN C. GOOD,OAKLAND,-122.26685,37.820084,44,Admin influenza virus vac,0,140,8,0,no,,10,0,18,97,good,
