ANJALI CHANANA,FAIRFIELD,23,Admin influenza virus vac,,15,no,11,50
CHERYL GOLD,PALO ALTO,31,Admin influenza virus vac,,39,no,13,68
LAURA DALTON,BENICIA,15,Admin influenza virus vac,,17,no,0,11
VIKTOR NOVIKOV,DANVILLE,9,Admin influenza virus vac,,13,no,9,37
PHUONG D. DANG,OAKLAND,39,Admin influenza virus vac,,92,no,16,90
LYNDA A. MACKIN,BELMONT,20,Admin influenza virus vac,,16,no,0,11
TINA R. SINGH,FAIRFIELD,13,Admin influenza virus vac,,12,no,-4,3
PAUL JEMELIAN,SAN MATEO,24,Admin influenza virus vac,,20,no,11,50
GARY FUJIMOTO,PALO ALTO,35,Admin influenza virus vac,,36,no,5,26
ABRAHAM C. CABEBE,SAN JOSE,34,Admin influenza virus vac,,87,no,15,84
MICHAEL SU,SUNNYVALE,18,Admin influenza virus vac,,23,no,11,50
VIJAY THUKRAL,MILPITAS,38,Admin influenza virus vac,,28,no,1,13
PATRICK J. KEARNS,MOUNTAIN VIEW,37,Admin influenza virus vac,,22,no,-1,7
ERNEST L. BONNER,ALAMEDA,39,Admin influenza virus vac,,72,no,14,76
STEPHEN M. KNOX,SAN FRANCISCO,29,Admin influenza virus vac,,45,no,3,19
MEGAN L. ANCKER,FOSTER CITY,33,Admin influenza virus vac,,400,no,20,99
ERIC G. LIM,SAN FRANCISCO,21,Admin influenza virus vac,,328,no,9,37
LINDA C. LU,LOS GATOS,13,Admin influenza virus vac,,38,no,4,23
ARSEEN E. SOLIMAN,CONCORD,15,Admin influenza virus vac,,168,no,7,32
VIVEK JAIN,SANTA CLARA,16,Admin influenza virus vac,,13,no,9,37
FREDERICK J. HASS,SAN RAFAEL,50,Admin influenza virus vac,,39,no,14,76
DAPHNE MILLER,SAN FRANCISCO,21,Admin influenza virus vac,,11,no,12,58
KATHLEEN L. HORAN,SANTA ROSA,38,Admin influenza virus vac,,23,yes,-10,1
NATHANIEL W. GLEASON,SAN FRANCISCO,6,Admin influenza virus vac,,12,no,-2,4
MIDORI NISHIMURA,MOUNTAIN VIEW,19,Admin influenza virus vac,,17,no,12,58
NOB HILL GENERAL STORE INC,SAN JOSE,,Admin influenza virus vac,,18,no,12,58
"GARFIELD BEACH CVS, L.L.C.",SAN RAFAEL,,Admin influenza virus vac,,185,no,19,99
SHU WING CHAN,SAN FRANCISCO,46,Admin influenza virus vac,,70,no,6,30
SUE J. KNIGHT,SAN RAMON,31,Admin influenza virus vac,,95,no,16,90
PAULINE SIAO,REDWOOD CITY,17,Admin influenza virus vac,,13,no,9,37
JAMES F. LEONI,PETALUMA,31,Admin influenza virus vac,,278,no,18,97
CHARLES J. ANTONINI,DALY CITY,38,Admin influenza virus vac,340,94,no,11,50
GAIL PYLE,PALO ALTO,18,Admin influenza virus vac,,23,no,11,50
JAMES A. DAVIS,SAN FRANCISCO,41,Admin influenza virus vac,,100,no,7,32
MARY JANE HUTCHINS,LOS GATOS,38,Admin influenza virus vac,,15,no,12,58
DAVID COHEN,SAN FRANCISCO,54,Admin influenza virus vac,,74,no,6,30
ARTHUR POLUSSA,LOS GATOS,35,Admin influenza virus vac,,27,no,13,68
KUTTANCHERI REMA,FREMONT,23,Admin influenza virus vac,,17,no,10,43
EVAN SEEVAK,OAKLAND,18,Admin influenza virus vac,,45,no,2,15
ROBERT J. DEITZ,SAN FRANCISCO,,Admin influenza virus vac,,45,no,3,19
BEATTY H. RAMSAY,SAN MATEO,36,Admin influenza virus vac,,77,no,16,90
RAMIRO ZARATE,NAPA,,Admin influenza virus vac,,11,no,8,34
JOLINE HEO,BRENTWOOD,7,Admin influenza virus vac,,25,no,-1,7
RACHEL M. SEAMAN,MENLO PARK,10,Admin influenza virus vac,,52,no,15,84
SAYEMA A. SAIFULLAH,SANTA CLARA,14,Admin influenza virus vac,,12,no,9,37
SAFEWAY INC,MILL VALLEY,,Admin influenza virus vac,,618,no,8,34
TUONG D. DO,SAN FRANCISCO,,Admin influenza virus vac,,25,no,12,58
KATHERINE K. STRELKOFF,SAN FRANCISCO,34,Admin influenza virus vac,,89,no,4,23
MICHAEL J. MULLIGAN,MOUNTAIN VIEW,28,Admin influenza virus vac,,14,no,10,43
CAROL L. LAMB,DANVILLE,29,Admin influenza virus vac,,43,no,3,19
GAYATRI KHANNA,SAN FRANCISCO,20,Admin influenza virus vac,,24,no,12,58
CATHARINE T. CLARK-SAYLES,GREENBRAE,35,Admin influenza virus vac,259,157,no,4,23
SYLVIA H. HOANG,FREMONT,19,Admin influenza virus vac,,19,no,13,68
MARA ADELMAN,NAPA,,Admin influenza virus vac,,11,no,8,34
DEVORAH E. BEN-ZEEV,WALNUT CREEK,23,Admin influenza virus vac,,80,no,5,26
MING-HSIEN WU,FREMONT,50,Admin influenza virus vac,,24,no,11,50
LISA A. BOWIE,SAN JOSE,,Admin influenza virus vac,,12,no,10,43
SYDNEY C. CHOSLOVSKY,SAN JOSE,45,Admin influenza virus vac,,67,no,16,90
GARFIELD BEACH CVS LLC,SAN JOSE,,Admin influenza virus vac,,12,no,11,50
WILLIAM S. ANDERECK,SAN FRANCISCO,40,Admin influenza virus vac,,49,no,14,76
FUSHENG WANG,SAN FRANCISCO,31,Admin influenza virus vac,,12,no,-2,4
LEO SIFFLET,SAN JOSE,57,Admin influenza virus vac,,30,no,10,43
DAVID L. GRIFFITH,SAN JOSE,29,Admin influenza virus vac,,32,no,13,68
FAITH WELLS,LOS ALTOS,26,Admin influenza virus vac,,69,no,15,84
HARVEY C. EDELMAN,SAN FRANCISCO,58,Admin influenza virus vac,,49,no,16,90
SHEILA H. HUMPHRIES,LOS ALTOS,23,Admin influenza virus vac,,57,no,16,90
DAVID M. WOODHOUSE,VACAVILLE,33,Admin influenza virus vac,1018,175,no,-4,3
JEFF TAO,SANTA CLARA,,Admin influenza virus vac,,74,no,15,84
ELIZABETH K. ZIEMANN,SAN FRANCISCO,7,Admin influenza virus vac,,31,no,13,68
ROBERT J. BARTZ,SAUSALITO,33,Admin influenza virus vac,,62,no,4,23
SUNG H. KNUEPPEL,REDWOOD CITY,,Admin influenza virus vac,,20,no,11,50
ERICA WEIRICH,LOS ALTOS,16,Admin influenza virus vac,,17,no,10,43
SCOTT MATTHEWS,PALO ALTO,16,Admin influenza virus vac,,47,no,14,76
KENNETH B. MAYBURY,SAN FRANCISCO,22,Admin influenza virus vac,,59,no,14,76
ANURADHA REDDY,MOUNTAIN VIEW,23,Admin influenza virus vac,,18,no,11,50
TINA W. LEUNG,LOS ALTOS,16,Admin influenza virus vac,,11,no,9,37
HANS YU,SAN FRANCISCO,25,Admin influenza virus vac,,292,no,7,32
RUBEN S. VELASQUEZ,VALLEJO,43,Admin influenza virus vac,,47,no,15,84
LEAH TESSLER,SAN FRANCISCO,19,Admin influenza virus vac,,36,no,3,19
SANDRA WONG,FREMONT,14,Admin influenza virus vac,,18,no,10,43
LORI M. BELTRAN,OAKLAND,8,Admin influenza virus vac,,22,no,1,13
ROBINA Y. MOEN,SUNNYVALE,21,Admin influenza virus vac,,24,no,11,50
BETSY STRONG,SUNNYVALE,32,Admin influenza virus vac,,52,no,14,76
JORGE V. CONTRERAS,SAN JOSE,34,Admin influenza virus vac,,63,no,11,50
JAMES TAYLOR,SAN RAFAEL,28,Admin influenza virus vac,,117,no,17,94
RAJESH K. RANADIVE,PETALUMA,15,Admin influenza virus vac,,232,no,17,94
JOCELIZA G. CHAUDHARY,SAN JOSE,20,Admin influenza virus vac,391,38,no,-1,7
LARRY SLATER,SANTA ROSA,38,Admin influenza virus vac,,26,no,1,13
RICHARD E. BATTS,PINOLE,46,Admin influenza virus vac,,64,no,15,84
TRACY A. THOMPSON,DUBLIN,32,Admin influenza virus vac,,57,no,14,76
NIRMALA KANNAN,HAYWARD,33,Admin influenza virus vac,,97,no,5,26
PATTI YANKLOWITZ,PALO ALTO,29,Admin influenza virus vac,,60,no,14,76
MARY J. MARTIN,SAN FRANCISCO,7,Admin influenza virus vac,,20,no,2,15
MARK BELTRAN,BURLINGAME,25,Admin influenza virus vac,,43,no,3,19
BUDD N. SHENKIN,OAKLAND,,Admin influenza virus vac,2665,13,no,-7,1
MARGARET KRAY,OAKLAND,6,Admin influenza virus vac,,16,no,9,37
JOSHUA RASSEN,SAN FRANCISCO,,Admin influenza virus vac,,33,no,15,84
LOUIS J. CUBBA,SAN FRANCISCO,18,Admin influenza virus vac,,57,no,23,100
PATRICK W. PAU,SAN JOSE,48,Admin influenza virus vac,,21,no,0,11
CONSTANCE J. AYERS,SEBASTOPOL,33,Admin influenza virus vac,,36,no,13,68
NATASHA AHMED,SAN JOSE,18,Admin influenza virus vac,,53,no,-5,2
IRWIN SHELUB,DALY CITY,,Admin influenza virus vac,,13,no,11,50
AMY BRENDEL,REDWOOD CITY,10,Admin influenza virus vac,,31,no,12,58
SARAH N. TORRES,PALO ALTO,10,Admin influenza virus vac,,18,no,10,43
SEYMOUR GREENSTEIN,PLEASANT HILL,44,Admin influenza virus vac,269,88,no,3,19
GREGORY F. HOOPER,SUNNYVALE,26,Admin influenza virus vac,,16,yes,2,15
JONATHAN NORDLICHT,SAN FRANCISCO,39,Admin influenza virus vac,,32,no,17,94
SHELDON ZITMAN,CUPERTINO,40,Admin influenza virus vac,365,18,no,7,32
RALEYS,ANTIOCH,,Admin influenza virus vac,,28,no,14,76
NICOLAS E. MAKHOUL,PLEASANT HILL,19,Admin influenza virus vac,,94,no,5,26
JUSTIN R. GLODOWSKI,SANTA ROSA,,Admin influenza virus vac,,60,no,15,84
RICHARD HO,CASTRO VALLEY,40,Admin influenza virus vac,,45,no,14,76
ALPHAEUS M. WISE,WALNUT CREEK,12,Admin influenza virus vac,,29,no,13,68
STEVE R. LANE,PALO ALTO,28,Admin influenza virus vac,,28,no,12,58
CATHERINE BAKER,PALO ALTO,13,Admin influenza virus vac,,16,no,10,43
DAVID W. MCCULLOUGH,SAN JOSE,55,Admin influenza virus vac,,22,no,12,58
MAURA DEVEREUX,SAN FRANCISCO,,Admin influenza virus vac,,43,no,13,68
SUSAN C. GARAY,MENLO PARK,24,Admin influenza virus vac,,23,no,12,58
LUCRETIA SONDERER,NAPA,,Admin influenza virus vac,,14,no,8,34
SIMIN SIDDIQ,FREMONT,37,Admin influenza virus vac,,26,no,14,76
STEPHEN E. PRATT,SAN RAMON,,Admin influenza virus vac,,32,no,12,58
MICHAEL D. DELANGE,HAYWARD,16,Admin influenza virus vac,,64,no,13,68
LISA HLADIK,BURLINGAME,5,Admin influenza virus vac,,25,no,12,58
KEVIN M. WONG,DALY CITY,21,Admin influenza virus vac,,65,yes,-5,2
KAVERI PATEL,FREMONT,14,Admin influenza virus vac,,15,no,10,43
MICHAEL D. BOYD,MARTINEZ,6,Admin influenza virus vac,,80,no,15,84
THOMAS E. STILES,SAINT HELENA,44,Admin influenza virus vac,,14,no,-2,4
MILDRED M. KAWACHI,BERKELEY,40,Admin influenza virus vac,,57,no,13,68
LEIGH S. KIMBERG,SAN FRANCISCO,,Admin influenza virus vac,,20,no,-1,7
CARLOS E. ANDERSEN,CONCORD,39,Admin influenza virus vac,692,25,no,6,30
ZHI H. HUANG,OAKLAND,,Admin influenza virus vac,,70,no,3,19
DAVID M. TULLY-SMITH,SAN RAFAEL,40,Admin influenza virus vac,,24,no,12,58
JOHN C. GOOD,OAKLAND,44,Admin influenza virus vac,,140,no,18,97
DUNG M. PHAN,SAN JOSE,,Admin pneumococcal vaccine,,48,no,15,91
DAVID L. BELK,ALAMEDA,17,Admin pneumococcal vaccine,,17,no,0,13
JAMES YOSS,SAN FRANCISCO,,Admin pneumococcal vaccine,,12,no,-2,8
KA KAM CHAN,SAN FRANCISCO,38,Admin pneumococcal vaccine,,21,no,12,76
SETH D. WEISSMAN,MENLO PARK,27,Admin pneumococcal vaccine,,36,no,12,76
CHUNG H. LIAO,LOS GATOS,46,Admin pneumococcal vaccine,,12,no,10,59
MINH Q. THAI,SAN JOSE,23,Admin pneumococcal vaccine,,35,no,14,86
ANDREW PRODROMOU,SUNNYVALE,17,Admin pneumococcal vaccine,,13,no,-3,1
CHHAVI MEHTA,BURLINGAME,17,Admin pneumococcal vaccine,,18,no,0,13
JENNIFER G. ROSS,SAN FRANCISCO,24,Admin pneumococcal vaccine,,12,no,9,49
RAVIN AGAH,MOUNTAIN VIEW,21,Admin pneumococcal vaccine,,28,no,0,13
GEORGE K. YEH,SAN JOSE,45,Admin pneumococcal vaccine,,29,no,15,91
STEPHEN J. WHITGOB,BERKELEY,42,Admin pneumococcal vaccine,,12,no,8,42
JOHN D. ANDREW,GREENBRAE,40,Admin pneumococcal vaccine,,19,no,1,27
MICHAEL C. CHASE,SAN FRANCISCO,42,Admin pneumococcal vaccine,,45,no,15,91
NIGEL S. BRANDSTATER,VALLEJO,29,Admin pneumococcal vaccine,,24,no,3,37
KHALID A. BAIG,FREMONT,31,Admin pneumococcal vaccine,,18,no,11,69
LORETA KALISH,WALNUT CREEK,34,Admin pneumococcal vaccine,,46,no,16,98
GEOFFREY C. QUINN,SAN FRANCISCO,17,Admin pneumococcal vaccine,,18,no,10,59
CATHERINE WANG,WALNUT CREEK,16,Admin pneumococcal vaccine,,13,no,10,59
ROBERT RUSSO,REDWOOD CITY,19,Admin pneumococcal vaccine,,21,no,-1,10
GURINDER K. RANDHAWA,PLEASANT HILL,33,Admin pneumococcal vaccine,,16,no,0,13
SWATI H. MUNGEKAR,LOS GATOS,15,Admin pneumococcal vaccine,,11,no,11,69
CLARE C. SIU,SAN FRANCISCO,44,Admin pneumococcal vaccine,,13,no,10,59
CHAI-KIONG LAU,FREMONT,24,Admin pneumococcal vaccine,,32,no,2,32
ROBERT B. BENNER,BURLINGAME,38,Admin pneumococcal vaccine,,19,no,2,32
MAUREEN N. MBADIKE-OBIORA,CONCORD,19,Admin pneumococcal vaccine,,19,no,1,27
ROBERT M. LAKE,HAYWARD,33,Admin pneumococcal vaccine,,14,no,0,13
ERIK M. GRACER,SAN RAMON,17,Admin pneumococcal vaccine,,14,no,9,49
WINSTON L. GOH,SAN FRANCISCO,13,Admin pneumococcal vaccine,,21,no,13,81
XIAO (SHANA) YAO,MOUNTAIN VIEW,32,Admin pneumococcal vaccine,,13,no,-3,1
GALINA BALON,MOUNTAIN VIEW,36,Admin pneumococcal vaccine,,11,no,-3,1
ULRIKE D. SUJANSKY,SAN MATEO,20,Admin pneumococcal vaccine,,17,no,9,49
NHAT V. MAI,SAN JOSE,37,Admin pneumococcal vaccine,258,51,no,14,86
ANDREW B. WALLACH,ALBANY,39,Admin pneumococcal vaccine,,43,no,0,13
DAVID KAWANO,SAN MATEO,31,Admin pneumococcal vaccine,,18,no,11,69
NAOKO IKEDA,ANTIOCH,11,Admin pneumococcal vaccine,,13,no,9,49
RUTH RUBIN,CORTE MADERA,31,Admin pneumococcal vaccine,,27,no,13,81
DESIREE ARRETZ,SAN FRANCISCO,,Admin pneumococcal vaccine,,24,no,8,42
LORENA H. TAN,LIVERMORE,19,Admin pneumococcal vaccine,604,22,no,6,40
LAWRENCE G. SHORE,SAN FRANCISCO,36,Admin pneumococcal vaccine,,11,no,8,42
"LARK DRUGS PHARMACY, INC.",GUERNEVILLE,,"Afluria vacc, 3 yrs & >, im",,33,no,3,26
"POINT PHARMACY, INC.",POINT RICHMOND,,"Afluria vacc, 3 yrs & >, im",,14,no,-2,1
JIIN T. LIN,FREMONT,35,"Afluria vacc, 3 yrs & >, im",,162,no,18,76
DELTA DRUG COMPANY INC,RIO VISTA,,"Afluria vacc, 3 yrs & >, im",,35,no,15,51
JOHN F. RIEDEL,WALNUT CREEK,45,After cataract laser surgery,,64,no,-4,9
KENNETH C. CHERN,BURLINGAME,22,After cataract laser surgery,,20,no,4,34
KEVIN J. DENNY,SAN FRANCISCO,34,After cataract laser surgery,,19,no,13,92
STEPHEN G. TURNER,SAN LEANDRO,46,After cataract laser surgery,,26,no,-2,26
DAVID F. CHANG,LOS ALTOS,34,After cataract laser surgery,,101,no,9,76
MARK VOLPICELLI,MOUNTAIN VIEW,29,After cataract laser surgery,,76,no,9,76
LEE K. SCHWARTZ,SAN FRANCISCO,,After cataract laser surgery,,20,no,5,42
CHI-HUA M. FANG,WALNUT CREEK,26,After cataract laser surgery,,83,no,8,67
RICHARD J. HARPER,GILROY,37,After cataract laser surgery,,38,no,5,42
BRUCE H. BERN,SAN MATEO,33,After cataract laser surgery,,26,no,5,42
ROBERT MASI,SAN JOSE,42,After cataract laser surgery,,26,no,-4,9
SOPHIA T. TSAI,ALAMEDA,16,After cataract laser surgery,,30,no,-6,1
VANESSA M. OPPENLANDER,HALF MOON BAY,,Agriflu vaccine,,14,no,11,34
RONALD H. BERMAN,SAN PABLO,50,Agriflu vaccine,,81,no,17,67
GARY W. PEER,LIVERMORE,33,Agriflu vaccine,,71,no,4,1
DARYA SOTO,NOVATO,20,Airway inhalation treatment,,11,no,-1,26
LAWRENCE A. EPSTEIN,MOUNTAIN VIEW,53,Airway inhalation treatment,1220,25,yes,-18,1
THOMAS D. LEI,SAN JOSE,29,Airway inhalation treatment,,23,no,10,76
RICHARD CHALKER,PALO ALTO,28,Airway inhalation treatment,,19,no,0,51
RICHARD J. DARLING,BURLINGAME,,Alanine amino (ALT) (SGPT),,31,no,14,51
MELISSA C. WONG,SAN FRANCISCO,6,Alanine amino (ALT) (SGPT),,14,no,0,1
JAN O. SONANDER,SANTA ROSA,30,Albuterol non-comp unit,,19,no,1,1
BRAD ANGEJA,BURLINGAME,18,Ambulatory BP monitoring,,11,no,1,1
JEAN GORDON,MOUNTAIN VIEW,42,Aminolevulinic acid hcl top,,13,no,7,1
DEEPU NAIR,MOUNTAIN VIEW,13,Aminophyllin 250 MG inj,,11,no,8,1
JEFFREY A. WEST,OAKLAND,26,Aminophyllin 250 MG inj,,117,no,15,51
LAWRENCE M. HOLM,CASTRO VALLEY,33,Anes ther interven rad art,,16,no,4,1
WARREN GEE,CASTRO VALLEY,12,Anes ther interven rad art,,13,no,4,1
JAMES SHU,CASTRO VALLEY,11,Anes ther interven rad art,,25,no,6,51
MARINA SWEE,CASTRO VALLEY,20,Anes ther interven rad art,,18,no,7,76
ROBERT J. ZELLMER,NAPA,,Anesth anorectal surgery,,12,no,5,51
YANG SUN,SAN FRANCISCO,32,Anesth anorectal surgery,,16,no,-4,1
ERIC L. HUCZKO,SANTA ROSA,16,Anesth bladder surgery,,22,no,4,1
BLAIR A. HALLIDAY,SANTA ROSA,30,Anesth blepharoplasty,,18,no,-7,1
VIJAYALAKSHMI M. REDDY,FREMONT,,Anesth blepharoplasty,,18,no,5,72
RICHARD GLASER,OAKLAND,,Anesth blepharoplasty,,11,no,-5,15
RICHARD L. KATZ,SAN JOSE,27,Anesth blepharoplasty,,15,no,-1,43
JONATHAN COHEN,NAPA,28,Anesth blepharoplasty,,18,no,-2,29
SUSAN E. PUORRO,SAN RAFAEL,32,Anesth blepharoplasty,,18,no,3,58
WILLIAM D. ARMSTRONG,SEBASTOPOL,,Anesth blepharoplasty,,36,no,6,86
EMILY E. REINYS,OAKLAND,,Anesth cabg w/pump,,13,no,2,51
KEVIN G. KAISER,WALNUT CREEK,30,Anesth cabg w/pump,,22,no,-4,1
MICHAEL A. MUNDELL,SANTA ROSA,42,Anesth cardiac electrophys,,14,no,2,34
MARGARET A. MCEVOY,SANTA ROSA,25,Anesth cardiac electrophys,,12,no,2,34
ROBERT B. FISHER,REDWOOD CITY,36,Anesth cardiac electrophys,,49,no,-2,1
MARK M. AHN,GILROY,23,Anesth correct heart rhythm,,15,no,-7,1
DAVID L. PARRIS,REDWOOD CITY,8,Anesth correct heart rhythm,,18,no,7,67
KYAW O. LWIN,REDWOOD CITY,19,Anesth correct heart rhythm,,23,no,6,34
LAWRENCE D. GLUCKSTEIN,WALNUT CREEK,29,Anesth dx arteriography,,40,no,8,51
CAROLYN M. GARDUNO,SAN FRANCISCO,21,Anesth dx arteriography,,15,no,-6,1
WILLIAM C. SCIBETTA,BURLINGAME,,Anesth ear surgery,,16,no,-5,1
GIAN P. NHAN,SONOMA,20,Anesth ear surgery,,12,no,4,51
ALEX LEE,MOUNTAIN VIEW,,Anesth electroshock,,17,no,3,76
FIONA CLEMENTS,SAUSALITO,39,Anesth electroshock,,17,no,-7,9
PETER M. WRIGHT,SAN RAFAEL,31,Anesth electroshock,,14,no,-7,9
JILL M. KACHER COBB,OAKLAND,,Anesth electroshock,,20,no,-2,26
KARIN KLIKA,OAKLAND,,Anesth electroshock,,21,no,-1,34
PAUL M. MONASEVITCH,OAKLAND,29,Anesth electroshock,,58,no,16,92
DAT LY,OAKLAND,,Anesth electroshock,,23,no,13,84
ZHI-QIANG WANG,MOUNTAIN VIEW,30,Anesth electroshock,,14,no,2,67
ERIC Y. LIN,SAN FRANCISCO,11,Anesth electroshock,,17,no,-1,34
NORTON LIN,GREENBRAE,25,Anesth electroshock,,53,no,-1,34
EMANUEL J. ZUSMER,MOUNTAIN VIEW,7,Anesth electroshock,,31,no,0,59
DAO G. NGUYEN,OAKLAND,,Anesth electroshock,,14,yes,-14,1
RICARDO F. NAVARRO,FREMONT,27,Anesth hip arthroplasty,,18,no,-5,34
STEPHEN LICATA,GREENBRAE,21,Anesth hip arthroplasty,,12,no,-4,67
JOSEPH J. CHUNG,SANTA ROSA,13,Anesth hip arthroplasty,,14,no,-7,1
DAVID L. ROBERTSON,SANTA ROSA,31,Anesth hrt surg w/pmp age 1+,,13,no,-9,1
STEPHEN Y. WEN,SAN FRANCISCO,28,Anesth hrt surg w/pmp age 1+,,11,no,-9,1
BRIAN HITE,OAKLAND,,Anesth hrt surg w/pmp age 1+,,19,no,-1,61
ROBERT WEISS,MOUNTAIN VIEW,,Anesth hrt surg w/pmp age 1+,,29,no,5,81
RAY ENGSTROM,WALNUT CREEK,29,Anesth hrt surg w/pmp age 1+,,14,no,-9,1
HEIDI G. NICOLL-MERSON,OAKLAND,,Anesth iridectomy,,31,no,-1,1
HENRY H. HU,SAN FRANCISCO,30,Anesth kidney stone destruct,,11,no,3,1
ANDREW A. KNIGHT,WALNUT CREEK,31,Anesth knee arthroplasty,,15,no,-5,21
MILFORD A. ZASSLOW,FREMONT,33,Anesth knee arthroplasty,,39,no,-4,41
ALEX KAO,OAKLAND,15,Anesth knee arthroplasty,,12,no,4,81
GODFREY E. WONG,FAIRFIELD,13,Anesth knee arthroplasty,,11,no,3,61
HOWARD K. TSUCHIYA,WALNUT CREEK,23,Anesth knee arthroplasty,,15,no,-6,1
RICHARD W. HORRIGAN,SAN FRANCISCO,43,Anesth knee joint surgery,,13,no,4,34
